identifier,title,description,subject,creator,combine_column,combine_cleaned,cuenta,cluster,name_file
http://arxiv.org/abs/1312.0233,On Optimal Disc Covers and a New Characterization of the Steiner Center,"  Given N points in the plane $P_1 P_2...P_N$ and a location $\Omega$, the union of discs with diameters $[\Omega P_i], i = 1, 2,...N$ covers the convex hull of the points. The location $\Omega_s$ minimizing the area covered by the union of discs, is shown to be the Steiner center of the convex hull of the points. Similar results for $d$-dimensional Euclidean space are conjectured. ",Computer Science - Computational Geometry ; ,"Yankelevsky, Yael ; Bruckstein, Alfred M. ; ","On Optimal Disc Covers and a New Characterization of the Steiner Center  Given N points in the plane $P_1 P_2...P_N$ and a location $\Omega$, the union of discs with diameters $[\Omega P_i], i = 1, 2,...N$ covers the convex hull of the points. The location $\Omega_s$ minimizing the area covered by the union of discs, is shown to be the Steiner center of the convex hull of the points. Similar results for $d$-dimensional Euclidean space are conjectured. ",optimal disc cover new characterization steiner center give point plane location omega union discs diameters omega cover convex hull point location omega minimize area cover union discs show steiner center convex hull point similar result dimensional euclidean space conjecture,39,4,1312.0233.txt
http://arxiv.org/abs/1312.0461,Abmash: Mashing Up Legacy Web Applications by Automated Imitation of   Human Actions,"  Many business web-based applications do not offer applications programming interfaces (APIs) to enable other applications to access their data and functions in a programmatic manner. This makes their composition difficult (for instance to synchronize data between two applications). To address this challenge, this paper presents Abmash, an approach to facilitate the integration of such legacy web applications by automatically imitating human interactions with them. By automatically interacting with the graphical user interface (GUI) of web applications, the system supports all forms of integrations including bi-directional interactions and is able to interact with AJAX-based applications. Furthermore, the integration programs are easy to write since they deal with end-user, visual user-interface elements. The integration code is simple enough to be called a ""mashup"". ",Computer Science - Software Engineering ; ,"Ortac, Alper ; Monperrus, Martin ; Mezini, Mira ; ","Abmash: Mashing Up Legacy Web Applications by Automated Imitation of   Human Actions  Many business web-based applications do not offer applications programming interfaces (APIs) to enable other applications to access their data and functions in a programmatic manner. This makes their composition difficult (for instance to synchronize data between two applications). To address this challenge, this paper presents Abmash, an approach to facilitate the integration of such legacy web applications by automatically imitating human interactions with them. By automatically interacting with the graphical user interface (GUI) of web applications, the system supports all forms of integrations including bi-directional interactions and is able to interact with AJAX-based applications. Furthermore, the integration programs are easy to write since they deal with end-user, visual user-interface elements. The integration code is simple enough to be called a ""mashup"". ",abmash mash legacy web applications automate imitation human action many business web base applications offer applications program interfaces apis enable applications access data function programmatic manner make composition difficult instance synchronize data two applications address challenge paper present abmash approach facilitate integration legacy web applications automatically imitate human interactions automatically interact graphical user interface gui web applications system support form integrations include bi directional interactions able interact ajax base applications furthermore integration program easy write since deal end user visual user interface elements integration code simple enough call mashup,89,10,1312.0461.txt
http://arxiv.org/abs/1312.1001,Optimal detection of intersections between convex polyhedra,"  For a polyhedron $P$ in $\mathbb{R}^d$, denote by $|P|$ its combinatorial complexity, i.e., the number of faces of all dimensions of the polyhedra. In this paper, we revisit the classic problem of preprocessing polyhedra independently so that given two preprocessed polyhedra $P$ and $Q$ in $\mathbb{R}^d$, each translated and rotated, their intersection can be tested rapidly.   For $d=3$ we show how to perform such a test in $O(\log |P| + \log |Q|)$ time after linear preprocessing time and space. This running time is the best possible and improves upon the last best known query time of $O(\log|P| \log|Q|)$ by Dobkin and Kirkpatrick (1990).   We then generalize our method to any constant dimension $d$, achieving the same optimal $O(\log |P| + \log |Q|)$ query time using a representation of size $O(|P|^{\lfloor d/2\rfloor + \varepsilon})$ for any $\varepsilon>0$ arbitrarily small. This answers an even older question posed by Dobkin and Kirkpatrick 30 years ago.   In addition, we provide an alternative $O(\log |P| + \log |Q|)$ algorithm to test the intersection of two convex polygons $P$ and $Q$ in the plane. ",Computer Science - Computational Geometry ; ,"Barba, Luis ; Langerman, Stefan ; ","Optimal detection of intersections between convex polyhedra  For a polyhedron $P$ in $\mathbb{R}^d$, denote by $|P|$ its combinatorial complexity, i.e., the number of faces of all dimensions of the polyhedra. In this paper, we revisit the classic problem of preprocessing polyhedra independently so that given two preprocessed polyhedra $P$ and $Q$ in $\mathbb{R}^d$, each translated and rotated, their intersection can be tested rapidly.   For $d=3$ we show how to perform such a test in $O(\log |P| + \log |Q|)$ time after linear preprocessing time and space. This running time is the best possible and improves upon the last best known query time of $O(\log|P| \log|Q|)$ by Dobkin and Kirkpatrick (1990).   We then generalize our method to any constant dimension $d$, achieving the same optimal $O(\log |P| + \log |Q|)$ query time using a representation of size $O(|P|^{\lfloor d/2\rfloor + \varepsilon})$ for any $\varepsilon>0$ arbitrarily small. This answers an even older question posed by Dobkin and Kirkpatrick 30 years ago.   In addition, we provide an alternative $O(\log |P| + \log |Q|)$ algorithm to test the intersection of two convex polygons $P$ and $Q$ in the plane. ",optimal detection intersections convex polyhedra polyhedron mathbb denote combinatorial complexity number face dimension polyhedra paper revisit classic problem preprocessing polyhedra independently give two preprocessed polyhedra mathbb translate rotate intersection test rapidly show perform test log log time linear preprocessing time space run time best possible improve upon last best know query time log log dobkin kirkpatrick generalize method constant dimension achieve optimal log log query time use representation size lfloor rfloor varepsilon varepsilon arbitrarily small answer even older question pose dobkin kirkpatrick years ago addition provide alternative log log algorithm test intersection two convex polygons plane,96,1,1312.1001.txt
http://arxiv.org/abs/1312.1277,Bandits and Experts in Metric Spaces,"  In a multi-armed bandit problem, an online algorithm chooses from a set of strategies in a sequence of trials so as to maximize the total payoff of the chosen strategies. While the performance of bandit algorithms with a small finite strategy set is quite well understood, bandit problems with large strategy sets are still a topic of very active investigation, motivated by practical applications such as online auctions and web advertisement. The goal of such research is to identify broad and natural classes of strategy sets and payoff functions which enable the design of efficient solutions.   In this work we study a very general setting for the multi-armed bandit problem in which the strategies form a metric space, and the payoff function satisfies a Lipschitz condition with respect to the metric. We refer to this problem as the ""Lipschitz MAB problem"". We present a solution for the multi-armed bandit problem in this setting. That is, for every metric space we define an isometry invariant which bounds from below the performance of Lipschitz MAB algorithms for this metric space, and we present an algorithm which comes arbitrarily close to meeting this bound. Furthermore, our technique gives even better results for benign payoff functions. We also address the full-feedback (""best expert"") version of the problem, where after every round the payoffs from all arms are revealed. ",Computer Science - Data Structures and Algorithms ; Computer Science - Machine Learning ; ,"Kleinberg, Robert ; Slivkins, Aleksandrs ; Upfal, Eli ; ","Bandits and Experts in Metric Spaces  In a multi-armed bandit problem, an online algorithm chooses from a set of strategies in a sequence of trials so as to maximize the total payoff of the chosen strategies. While the performance of bandit algorithms with a small finite strategy set is quite well understood, bandit problems with large strategy sets are still a topic of very active investigation, motivated by practical applications such as online auctions and web advertisement. The goal of such research is to identify broad and natural classes of strategy sets and payoff functions which enable the design of efficient solutions.   In this work we study a very general setting for the multi-armed bandit problem in which the strategies form a metric space, and the payoff function satisfies a Lipschitz condition with respect to the metric. We refer to this problem as the ""Lipschitz MAB problem"". We present a solution for the multi-armed bandit problem in this setting. That is, for every metric space we define an isometry invariant which bounds from below the performance of Lipschitz MAB algorithms for this metric space, and we present an algorithm which comes arbitrarily close to meeting this bound. Furthermore, our technique gives even better results for benign payoff functions. We also address the full-feedback (""best expert"") version of the problem, where after every round the payoffs from all arms are revealed. ",bandits experts metric space multi arm bandit problem online algorithm choose set strategies sequence trials maximize total payoff choose strategies performance bandit algorithms small finite strategy set quite well understand bandit problems large strategy set still topic active investigation motivate practical applications online auction web advertisement goal research identify broad natural class strategy set payoff function enable design efficient solutions work study general set multi arm bandit problem strategies form metric space payoff function satisfy lipschitz condition respect metric refer problem lipschitz mab problem present solution multi arm bandit problem set every metric space define isometry invariant bound performance lipschitz mab algorithms metric space present algorithm come arbitrarily close meet bind furthermore technique give even better result benign payoff function also address full feedback best expert version problem every round payoffs arm reveal,133,2,1312.1277.txt
http://arxiv.org/abs/1312.1529,Instruction sequences expressing multiplication algorithms,"  For each function on bit strings, its restriction to bit strings of any given length can be computed by a finite instruction sequence that contains only instructions to set and get the content of Boolean registers, forward jump instructions, and a termination instruction. We describe instruction sequences of this kind that compute the function on bit strings that models multiplication on natural numbers less than $2^N$ with respect to their binary representation by bit strings of length $N$, for a fixed but arbitrary $N > 0$, according to the long multiplication algorithm and the Karatsuba multiplication algorithm. We find among other things that the instruction sequence expressing the former algorithm is longer than the one expressing the latter algorithm only if the length of the bit strings involved is greater than $2^8$. We also go into the use of an instruction sequence with backward jump instructions for expressing the long multiplication algorithm. This leads to an instruction sequence that it is shorter than the other two if the length of the bit strings involved is greater than $2$. ",Computer Science - Programming Languages ; F.1.1 ; F.2.1 ; ,"Bergstra, J. A. ; Middelburg, C. A. ; ","Instruction sequences expressing multiplication algorithms  For each function on bit strings, its restriction to bit strings of any given length can be computed by a finite instruction sequence that contains only instructions to set and get the content of Boolean registers, forward jump instructions, and a termination instruction. We describe instruction sequences of this kind that compute the function on bit strings that models multiplication on natural numbers less than $2^N$ with respect to their binary representation by bit strings of length $N$, for a fixed but arbitrary $N > 0$, according to the long multiplication algorithm and the Karatsuba multiplication algorithm. We find among other things that the instruction sequence expressing the former algorithm is longer than the one expressing the latter algorithm only if the length of the bit strings involved is greater than $2^8$. We also go into the use of an instruction sequence with backward jump instructions for expressing the long multiplication algorithm. This leads to an instruction sequence that it is shorter than the other two if the length of the bit strings involved is greater than $2$. ",instruction sequence express multiplication algorithms function bite string restriction bite string give length compute finite instruction sequence contain instructions set get content boolean register forward jump instructions termination instruction describe instruction sequence kind compute function bite string model multiplication natural number less respect binary representation bite string length fix arbitrary accord long multiplication algorithm karatsuba multiplication algorithm find among things instruction sequence express former algorithm longer one express latter algorithm length bite string involve greater also go use instruction sequence backward jump instructions express long multiplication algorithm lead instruction sequence shorter two length bite string involve greater,97,4,1312.1529.txt
http://arxiv.org/abs/1312.1559,Outerstring graphs are $\chi$-bounded,"  An outerstring graph is an intersection graph of curves that lie in a common half-plane and have one endpoint on the boundary of that half-plane. We prove that the class of outerstring graphs is $\chi$-bounded, which means that their chromatic number is bounded by a function of their clique number. This generalizes a series of previous results on $\chi$-boundedness of outerstring graphs with various additional restrictions on the shape of curves or the number of times the pairs of curves can cross. The assumption that each curve has an endpoint on the boundary of the half-plane is justified by the known fact that triangle-free intersection graphs of straight-line segments can have arbitrarily large chromatic number. ","Mathematics - Combinatorics ; Computer Science - Computational Geometry ; Computer Science - Discrete Mathematics ; 05C62, 05C15 ; ","Rok, Alexandre ; Walczak, Bartosz ; ","Outerstring graphs are $\chi$-bounded  An outerstring graph is an intersection graph of curves that lie in a common half-plane and have one endpoint on the boundary of that half-plane. We prove that the class of outerstring graphs is $\chi$-bounded, which means that their chromatic number is bounded by a function of their clique number. This generalizes a series of previous results on $\chi$-boundedness of outerstring graphs with various additional restrictions on the shape of curves or the number of times the pairs of curves can cross. The assumption that each curve has an endpoint on the boundary of the half-plane is justified by the known fact that triangle-free intersection graphs of straight-line segments can have arbitrarily large chromatic number. ",outerstring graph chi bound outerstring graph intersection graph curve lie common half plane one endpoint boundary half plane prove class outerstring graph chi bound mean chromatic number bound function clique number generalize series previous result chi boundedness outerstring graph various additional restrictions shape curve number time pair curve cross assumption curve endpoint boundary half plane justify know fact triangle free intersection graph straight line segment arbitrarily large chromatic number,69,3,1312.1559.txt
http://arxiv.org/abs/1312.1664,Simplicial Homology for Future Cellular Networks,"  Simplicial homology is a tool that provides a mathematical way to compute the connectivity and the coverage of a cellular network without any node location information. In this article, we use simplicial homology in order to not only compute the topology of a cellular network, but also to discover the clusters of nodes still with no location information. We propose three algorithms for the management of future cellular networks. The first one is a frequency auto-planning algorithm for the self-configuration of future cellular networks. It aims at minimizing the number of planned frequencies while maximizing the usage of each one. Then, our energy conservation algorithm falls into the self-optimization feature of future cellular networks. It optimizes the energy consumption of the cellular network during off-peak hours while taking into account both coverage and user traffic. Finally, we present and discuss the performance of a disaster recovery algorithm using determinantal point processes to patch coverage holes. ",Computer Science - Networking and Internet Architecture ; ,"Vergne, Anaïs ; Decreusefond, Laurent ; Martins, Philippe ; ","Simplicial Homology for Future Cellular Networks  Simplicial homology is a tool that provides a mathematical way to compute the connectivity and the coverage of a cellular network without any node location information. In this article, we use simplicial homology in order to not only compute the topology of a cellular network, but also to discover the clusters of nodes still with no location information. We propose three algorithms for the management of future cellular networks. The first one is a frequency auto-planning algorithm for the self-configuration of future cellular networks. It aims at minimizing the number of planned frequencies while maximizing the usage of each one. Then, our energy conservation algorithm falls into the self-optimization feature of future cellular networks. It optimizes the energy consumption of the cellular network during off-peak hours while taking into account both coverage and user traffic. Finally, we present and discuss the performance of a disaster recovery algorithm using determinantal point processes to patch coverage holes. ",simplicial homology future cellular network simplicial homology tool provide mathematical way compute connectivity coverage cellular network without node location information article use simplicial homology order compute topology cellular network also discover cluster nod still location information propose three algorithms management future cellular network first one frequency auto plan algorithm self configuration future cellular network aim minimize number plan frequencies maximize usage one energy conservation algorithm fall self optimization feature future cellular network optimize energy consumption cellular network peak hours take account coverage user traffic finally present discuss performance disaster recovery algorithm use determinantal point process patch coverage hole,98,6,1312.1664.txt
http://arxiv.org/abs/1312.2048,The False Premises and Promises of Bitcoin,"  Designed to compete with fiat currencies, bitcoin proposes it is a crypto-currency alternative. Bitcoin makes a number of false claims, including: solving the double-spending problem is a good thing; bitcoin can be a reserve currency for banking; hoarding equals saving, and that we should believe bitcoin can expand by deflation to become a global transactional currency supply. Bitcoin's developers combine technical implementation proficiency with ignorance of currency and banking fundamentals. This has resulted in a failed attempt to change finance. A set of recommendations to change finance are provided in the Afterword: Investment/venture banking for the masses; Venture banking to bring back what investment banks once were; Open-outcry exchange for all CDS contracts; Attempting to develop CDS type contracts on investments in startup and existing enterprises; and Improving the connection between startup tech/ideas, business organization and investment. ","Computer Science - Computational Engineering, Finance, and Science ; Quantitative Finance - General Finance ; J.4.1 ; ","Hanley, Brian P. ; ","The False Premises and Promises of Bitcoin  Designed to compete with fiat currencies, bitcoin proposes it is a crypto-currency alternative. Bitcoin makes a number of false claims, including: solving the double-spending problem is a good thing; bitcoin can be a reserve currency for banking; hoarding equals saving, and that we should believe bitcoin can expand by deflation to become a global transactional currency supply. Bitcoin's developers combine technical implementation proficiency with ignorance of currency and banking fundamentals. This has resulted in a failed attempt to change finance. A set of recommendations to change finance are provided in the Afterword: Investment/venture banking for the masses; Venture banking to bring back what investment banks once were; Open-outcry exchange for all CDS contracts; Attempting to develop CDS type contracts on investments in startup and existing enterprises; and Improving the connection between startup tech/ideas, business organization and investment. ",false premise promise bitcoin design compete fiat currencies bitcoin propose crypto currency alternative bitcoin make number false claim include solve double spend problem good thing bitcoin reserve currency bank hoard equal save believe bitcoin expand deflation become global transactional currency supply bitcoin developers combine technical implementation proficiency ignorance currency bank fundamentals result fail attempt change finance set recommendations change finance provide afterword investment venture bank mass venture bank bring back investment bank open outcry exchange cds contract attempt develop cds type contract investments startup exist enterprises improve connection startup tech ideas business organization investment,94,8,1312.2048.txt
http://arxiv.org/abs/1312.2226,On two Algorithmic Problems about Synchronizing Automata,"  Under the assumption $\mathcal{P} \neq \mathcal{NP}$, we prove that two natural problems from the theory of synchronizing automata cannot be solved in polynomial time. The first problem is to decide whether a given reachable partial automaton is synchronizing. The second one is, given an $n$-state binary complete synchronizing automaton, to compute its reset threshold within performance ratio less than $d \ln{(n)}$ for a specific constant $d>0$. ",Computer Science - Formal Languages and Automata Theory ; Computer Science - Computational Complexity ; F.2.0 ; F.4.3 ; ,"Berlinkov, Mikhail V. ; ","On two Algorithmic Problems about Synchronizing Automata  Under the assumption $\mathcal{P} \neq \mathcal{NP}$, we prove that two natural problems from the theory of synchronizing automata cannot be solved in polynomial time. The first problem is to decide whether a given reachable partial automaton is synchronizing. The second one is, given an $n$-state binary complete synchronizing automaton, to compute its reset threshold within performance ratio less than $d \ln{(n)}$ for a specific constant $d>0$. ",two algorithmic problems synchronize automata assumption mathcal neq mathcal np prove two natural problems theory synchronize automata cannot solve polynomial time first problem decide whether give reachable partial automaton synchronize second one give state binary complete synchronize automaton compute reset threshold within performance ratio less ln specific constant,48,14,1312.2226.txt
http://arxiv.org/abs/1312.2674,Silent error detection in numerical time-stepping schemes,"  Errors due to hardware or low level software problems, if detected, can be fixed by various schemes, such as recomputation from a checkpoint. Silent errors are errors in application state that have escaped low-level error detection. At extreme scale, where machines can perform astronomically many operations per second, silent errors threaten the validity of computed results.   We propose a new paradigm for detecting silent errors at the application level. Our central idea is to frequently compare computed values to those provided by a cheap checking computation, and to build error detectors based on the difference between the two output sequences. Numerical analysis provides us with usable checking computations for the solution of initial-value problems in ODEs and PDEs, arguably the most common problems in computational science. Here, we provide, optimize, and test methods based on Runge-Kutta and linear multistep methods for ODEs, and on implicit and explicit finite difference schemes for PDEs. We take the heat equation and Navier-Stokes equations as examples. In tests with artificially injected errors, this approach effectively detects almost all meaningful errors, without significant slowdown. ",Computer Science - Numerical Analysis ; Computer Science - Mathematical Software ; Mathematics - Numerical Analysis ; ,"Benson, Austin R. ; Schmit, Sven ; Schreiber, Robert ; ","Silent error detection in numerical time-stepping schemes  Errors due to hardware or low level software problems, if detected, can be fixed by various schemes, such as recomputation from a checkpoint. Silent errors are errors in application state that have escaped low-level error detection. At extreme scale, where machines can perform astronomically many operations per second, silent errors threaten the validity of computed results.   We propose a new paradigm for detecting silent errors at the application level. Our central idea is to frequently compare computed values to those provided by a cheap checking computation, and to build error detectors based on the difference between the two output sequences. Numerical analysis provides us with usable checking computations for the solution of initial-value problems in ODEs and PDEs, arguably the most common problems in computational science. Here, we provide, optimize, and test methods based on Runge-Kutta and linear multistep methods for ODEs, and on implicit and explicit finite difference schemes for PDEs. We take the heat equation and Navier-Stokes equations as examples. In tests with artificially injected errors, this approach effectively detects almost all meaningful errors, without significant slowdown. ",silent error detection numerical time step scheme errors due hardware low level software problems detect fix various scheme recomputation checkpoint silent errors errors application state escape low level error detection extreme scale machine perform astronomically many operations per second silent errors threaten validity compute result propose new paradigm detect silent errors application level central idea frequently compare compute value provide cheap check computation build error detectors base difference two output sequence numerical analysis provide us usable check computations solution initial value problems odes pdes arguably common problems computational science provide optimize test methods base runge kutta linear multistep methods odes implicit explicit finite difference scheme pdes take heat equation navier stoke equations examples test artificially inject errors approach effectively detect almost meaningful errors without significant slowdown,126,12,1312.2674.txt
http://arxiv.org/abs/1312.3614,Multiple Access Multicarrier Continuous-Variable Quantum Key   Distribution,"  One of the most important practical realizations of the fundamentals of quantum mechanics is continuous-variable quantum key distribution (CVQKD). Here we propose the adaptive multicarrier quadrature division-multiuser quadrature allocation (AMQD-MQA) multiple access technique for continuous-variable quantum key distribution. The MQA scheme is based on the AMQD modulation, which granulates the inputs of the users into Gaussian subcarrier continuous-variables (CVs). In an AMQD-MQA multiple access scenario, the simultaneous reliable transmission of the users is handled by the dynamic allocation of the Gaussian subcarrier CVs. We propose two different settings of AMQD-MQA for multiple input-multiple output communication. We introduce a rate-selection strategy that tunes the modulation variances and allocates adaptively the quadratures of the users over the sub-channels. We also prove the rate formulas if only partial channel side information is available for the users of the sub-channel conditions. We show a technique for the compensation of a nonideal Gaussian input modulation, which allows the users to overwhelm the modulation imperfections to reach optimal capacity-achieving communication over the Gaussian sub-channels. We investigate the diversity amplification of the sub-channel transmittance coefficients and reveal that a strong diversity can be exploited by opportunistic Gaussian modulation. ",Quantum Physics ; Computer Science - Information Theory ; ,"Gyongyosi, Laszlo ; Imre, Sandor ; ","Multiple Access Multicarrier Continuous-Variable Quantum Key   Distribution  One of the most important practical realizations of the fundamentals of quantum mechanics is continuous-variable quantum key distribution (CVQKD). Here we propose the adaptive multicarrier quadrature division-multiuser quadrature allocation (AMQD-MQA) multiple access technique for continuous-variable quantum key distribution. The MQA scheme is based on the AMQD modulation, which granulates the inputs of the users into Gaussian subcarrier continuous-variables (CVs). In an AMQD-MQA multiple access scenario, the simultaneous reliable transmission of the users is handled by the dynamic allocation of the Gaussian subcarrier CVs. We propose two different settings of AMQD-MQA for multiple input-multiple output communication. We introduce a rate-selection strategy that tunes the modulation variances and allocates adaptively the quadratures of the users over the sub-channels. We also prove the rate formulas if only partial channel side information is available for the users of the sub-channel conditions. We show a technique for the compensation of a nonideal Gaussian input modulation, which allows the users to overwhelm the modulation imperfections to reach optimal capacity-achieving communication over the Gaussian sub-channels. We investigate the diversity amplification of the sub-channel transmittance coefficients and reveal that a strong diversity can be exploited by opportunistic Gaussian modulation. ",multiple access multicarrier continuous variable quantum key distribution one important practical realizations fundamentals quantum mechanics continuous variable quantum key distribution cvqkd propose adaptive multicarrier quadrature division multiuser quadrature allocation amqd mqa multiple access technique continuous variable quantum key distribution mqa scheme base amqd modulation granulate input users gaussian subcarrier continuous variables cvs amqd mqa multiple access scenario simultaneous reliable transmission users handle dynamic allocation gaussian subcarrier cvs propose two different settings amqd mqa multiple input multiple output communication introduce rate selection strategy tune modulation variances allocate adaptively quadratures users sub channel also prove rate formulas partial channel side information available users sub channel condition show technique compensation nonideal gaussian input modulation allow users overwhelm modulation imperfections reach optimal capacity achieve communication gaussian sub channel investigate diversity amplification sub channel transmittance coefficients reveal strong diversity exploit opportunistic gaussian modulation,138,12,1312.3614.txt
http://arxiv.org/abs/1312.3748,On Eavesdropper-Tolerance Capability of Two-Hop Wireless Networks,"  Two-hop wireless network serves as the basic net-work model for the study of general wireless networks, while cooperative jamming is a promising scheme to achieve the physi-cal layer security. This paper establishes a theoretical framework for the study of eavesdropper-tolerance capability (i.e., the exact maximum number of eavesdroppers that can be tolerated) in a two-hop wireless network, where the cooperative jamming is adopted to ensure security defined by secrecy outage probability (SOP) and opportunistic relaying is adopted to guarantee relia-bility defined by transmission outage probability (TOP). For the concerned network, closed form modeling for both SOP and TOP is first conducted based on the Central Limit Theorem. With the help of SOP and TOP models and also the Stochastic Ordering Theory, the model for eavesdropper-tolerance capability analysis is then developed. Finally, extensive simulation and numerical results are provided to illustrate the efficiency of our theoretical framework as well as the eavesdropper-tolerance capability of the concerned network from adopting cooperative jamming and opportunistic relaying. ",Computer Science - Information Theory ; ,"Zhang, Yuanyu ; Shen, Yulong ; Wang, Hua ; Jiang, Xiaohong ; ","On Eavesdropper-Tolerance Capability of Two-Hop Wireless Networks  Two-hop wireless network serves as the basic net-work model for the study of general wireless networks, while cooperative jamming is a promising scheme to achieve the physi-cal layer security. This paper establishes a theoretical framework for the study of eavesdropper-tolerance capability (i.e., the exact maximum number of eavesdroppers that can be tolerated) in a two-hop wireless network, where the cooperative jamming is adopted to ensure security defined by secrecy outage probability (SOP) and opportunistic relaying is adopted to guarantee relia-bility defined by transmission outage probability (TOP). For the concerned network, closed form modeling for both SOP and TOP is first conducted based on the Central Limit Theorem. With the help of SOP and TOP models and also the Stochastic Ordering Theory, the model for eavesdropper-tolerance capability analysis is then developed. Finally, extensive simulation and numerical results are provided to illustrate the efficiency of our theoretical framework as well as the eavesdropper-tolerance capability of the concerned network from adopting cooperative jamming and opportunistic relaying. ",eavesdropper tolerance capability two hop wireless network two hop wireless network serve basic net work model study general wireless network cooperative jam promise scheme achieve physi cal layer security paper establish theoretical framework study eavesdropper tolerance capability exact maximum number eavesdroppers tolerate two hop wireless network cooperative jam adopt ensure security define secrecy outage probability sop opportunistic relay adopt guarantee relia bility define transmission outage probability top concern network close form model sop top first conduct base central limit theorem help sop top model also stochastic order theory model eavesdropper tolerance capability analysis develop finally extensive simulation numerical result provide illustrate efficiency theoretical framework well eavesdropper tolerance capability concern network adopt cooperative jam opportunistic relay,115,6,1312.3748.txt
http://arxiv.org/abs/1312.3876,The Symmetric Convex Ordering: A Novel Partial Order for B-DMCs Ordering   the Information Sets of Polar Codes,"  In this paper, we propose a novel partial order for binary discrete memoryless channels that we call the symmetric convex ordering. We show that Ar{\i}kan's polar transform preserves 'symmetric convex orders'. Furthermore, we show that while for symmetric channels this ordering turns out to be equivalent to the stochastic degradation ordering already known to order the information sets of polar codes, a strictly weaker partial order is obtained when at least one of the channels is asymmetric. In between, we also discuss two tools which can be useful for verifying this ordering: a criterion known as the cut criterion and channel symmetrization. Finally, we discuss potential applications of the results to polar coding over non-stationary channels. ",Computer Science - Information Theory ; ,"Alsan, Mine ; ","The Symmetric Convex Ordering: A Novel Partial Order for B-DMCs Ordering   the Information Sets of Polar Codes  In this paper, we propose a novel partial order for binary discrete memoryless channels that we call the symmetric convex ordering. We show that Ar{\i}kan's polar transform preserves 'symmetric convex orders'. Furthermore, we show that while for symmetric channels this ordering turns out to be equivalent to the stochastic degradation ordering already known to order the information sets of polar codes, a strictly weaker partial order is obtained when at least one of the channels is asymmetric. In between, we also discuss two tools which can be useful for verifying this ordering: a criterion known as the cut criterion and channel symmetrization. Finally, we discuss potential applications of the results to polar coding over non-stationary channels. ",symmetric convex order novel partial order dmcs order information set polar cod paper propose novel partial order binary discrete memoryless channel call symmetric convex order show ar kan polar transform preserve symmetric convex order furthermore show symmetric channel order turn equivalent stochastic degradation order already know order information set polar cod strictly weaker partial order obtain least one channel asymmetric also discuss two tool useful verify order criterion know cut criterion channel symmetrization finally discuss potential applications result polar cod non stationary channel,83,5,1312.3876.txt
http://arxiv.org/abs/1312.4510,On the genericity of Whitehead minimality,"  We show that a finitely generated subgroup of a free group, chosen uniformly at random, is strictly Whitehead minimal with overwhelming probability. Whitehead minimality is one of the key elements of the solution of the orbit problem in free groups. The proofs strongly rely on combinatorial tools, notably those of analytic combinatorics. The result we prove actually depends implicitly on the choice of a distribution on finitely generated subgroups, and we establish it for the two distributions which appear in the literature on random subgroups. ",Mathematics - Group Theory ; Computer Science - Computational Complexity ; Mathematics - Combinatorics ; ,"Bassino, Frédérique ; Nicaud, Cyril ; Weil, Pascal ; ","On the genericity of Whitehead minimality  We show that a finitely generated subgroup of a free group, chosen uniformly at random, is strictly Whitehead minimal with overwhelming probability. Whitehead minimality is one of the key elements of the solution of the orbit problem in free groups. The proofs strongly rely on combinatorial tools, notably those of analytic combinatorics. The result we prove actually depends implicitly on the choice of a distribution on finitely generated subgroups, and we establish it for the two distributions which appear in the literature on random subgroups. ",genericity whitehead minimality show finitely generate subgroup free group choose uniformly random strictly whitehead minimal overwhelm probability whitehead minimality one key elements solution orbit problem free group proof strongly rely combinatorial tool notably analytic combinatorics result prove actually depend implicitly choice distribution finitely generate subgroups establish two distributions appear literature random subgroups,52,7,1312.4510.txt
http://arxiv.org/abs/1312.6809,The Micro Dynamics of Collective Violence,"  Collective violence in direct confrontations between two opposing groups happens in short bursts wherein small subgroups briefly attack small numbers of opponents, while the others form a non-fighting audience. The mechanism is fighters' synchronization of intentionalities during preliminary interactions, by which they feel one and overcome their fear. To explain these bursts, subgroups' small sizes and leaders' role, a social influence model and a synchronization model are compared. ",Physics - Physics and Society ; Computer Science - Social and Information Networks ; ,"Bruggeman, Jeroen ; ","The Micro Dynamics of Collective Violence  Collective violence in direct confrontations between two opposing groups happens in short bursts wherein small subgroups briefly attack small numbers of opponents, while the others form a non-fighting audience. The mechanism is fighters' synchronization of intentionalities during preliminary interactions, by which they feel one and overcome their fear. To explain these bursts, subgroups' small sizes and leaders' role, a social influence model and a synchronization model are compared. ",micro dynamics collective violence collective violence direct confrontations two oppose group happen short burst wherein small subgroups briefly attack small number opponents others form non fight audience mechanism fighters synchronization intentionalities preliminary interactions feel one overcome fear explain burst subgroups small size leaders role social influence model synchronization model compare,50,4,1312.6809.txt
